# Works excluded from search/collections (indexed: false at build time).
#
# TWO PRUNE WAVES (third column says which):
#  1. numeric mbcov  — 2026-07-23 coverage prune (see curation/decision-data/FINDINGS.md §5.3
#     and curation/INDEX_DECISIONS.md; per-work snapshot: curation/decision-data/site_index_scored.csv):
#     REMOVE = mbcov < 5 AND not blind-spot-whitelisted AND not verified-canonical.
#     NOTE: mbcov was fuzzy-title-matched and inflated for generic titles.
#  2. 'ledger-cleanup' — 2026-07-31 convergence on the bluegrass canon. KEEP needed
#     two independent signals: any two of {MB coverage, Strum Machine catalog,
#     BluegrassLyrics.com} — or instrumental jam canon (tune list/tab/ABC), a
#     curated-bluegrass-artist credit, or user origin. Single-signal rows pruned.
#     Every pruned title was then manually reviewed (163 rescued via keep:).
#
# POLICY (Mike, 2026-07-31): the searchable index is deliberately bluegrass +
# bluegrass-adjacent. The full archive stays on disk and resolves by direct URL;
# nothing here is deleted, and anything can come back later.
#
# Non-destructive: works stay on disk and resolve by direct URL; user-origin
# works are never pruned regardless of this list; registry keep: entries win.
#
# RESTORE a song:  ./scripts/utility curate unprune <work-id> --reason "..."
# RESTORE in bulk: delete rows here (or add keep: entries), then rebuild.
id,title,mbcov
epitaph-black-and-blue,Epitaph (Black And Blue),0
erase-the-miles,Erase the Miles,2
eskimo-pie,Eskimo Pie,0
especially-for-fools,Especially For Fools,0
eternal-vacation,Eternal Vacation,1
eternity-has-two,Eternity Has Two,2
etiquette-blues,Etiquette Blues,0
eunice-two-step,Eunice Two-Step,0
even-a-fool-would-let-go,Even A Fool Would Let Go,1
even-after-everything-she-s-done,Even After Everything She's Done,0
even-after-forever,Even After Forever,2
even-at-its-worst-it-s-still-the-best,Even At Its Worst It's Still The Best,1
even-cowgirls-get-the-blues,Even Cowgirls Get The Blues,3
even-if-i-have-to-steal,Even If I Have To Steal,0
even-if-it-s-true,Even If It's True,0
even-now,Even Now,3
even-the-bad-times-are-good,Even The Bad Times Are Good,1
even-though-lyrics-chords,Even Though Lyrics chords,0
evening-bells-are-ringing,Evening Bells Are Ringing,2
evening-gown,Evening Gown,2
evening-pleasures-schottische,Evening Pleasures Schottische,2
evening-star,Evening Star,3
ever-changing-woman,Ever Changing Woman,1
ever-changing-woman-1,Ever Changing Woman,1
ever-since-my-baby-went-away,Ever Since My Baby Went Away,1
ever-since-we-said-i-do,Ever Since We Said I Do,1
evergreen,Evergreen,3
everlasting,Everlasting,0
everlasting-hills-of-oklahoma,Everlasting Hills Of Oklahoma,2
everlovin-never-changin-mind,Everlovin' Never Changin' Mind,1
everloving,Everloving,0
every-day-i-have-to-cry-some,Every Day I Have To Cry Some,3
every-day-will-be-sunday-bye-and-bye,Every Day Will Be Sunday Bye And Bye,2
every-drop-of-water,Every Drop Of Water,1
every-good-reason,Every Good Reason,1
every-heart-should-have-one,Every Heart Should Have One,4
every-little-thing-rolled-into-one,Every Little Thing Rolled Into One,4
every-minute-i-want-jesus-by-my-side,Every Minute I Want Jesus By My Side,1
every-night-about-this-time,Every Night About This Time,4
every-night-about-this-time-1,Every Night About This Time,4
every-now-and-then,Every Now And Then,1
every-now-and-then-1,Every Now And Then,1
every-now-and-then-2,Every Now And Then,1
every-now-and-then-3,Every Now And Then,1
every-other-friday-at-five,Every Other Friday At Five,1
every-step-of-the-way,Every Step Of The Way,1
every-step-of-the-way-lyrics-and-chords,Every Step Of The Way Lyrics and Chords,1
every-third-monday,Every Third Monday,0
every-time-i-ask-my-heart,Every Time I Ask My Heart,4
every-time-i-do,Every Time I Do,4
every-time-i-turn-the-radio-on,Every Time I Turn The Radio On,4
every-time-it-rains-lord-don-t-it-pour,Every Time It Rains (Lord Don't It Pour),4
every-time-that-it-rains,Every Time That It Rains,4
every-time-the-world-goes-round,Every Time The World Goes Round,4
every-time-they-play-our-song,Every Time They Play Our Song,4
every-time-two-fools-collide,Every Time Two Fools Collide,4
every-time-you-leave,Every Time You Leave,2
every-which-a-way,Every Which-A- Way,0
every-which-way-but-loose,Every Which Way But Loose,0
everybody-bring-a-song,Everybody Bring A Song,1
everybody-but-me,Everybody But Me,2
everybody-but-me-1,Everybody But Me,2
everybody-comes-aboard,Everybody Comes Aboard,0
everybody-does-it-in-hawaii,Everybody Does It in Hawaii,3
everybody-in-the-whole-world-holding-hands,Everybody In The Whole World Holding Hands,3
everybody-knows,Everybody Knows,2
everybody-loves-somebody,Everybody Loves Somebody,2
everybody-makes-mistakes,Everybody Makes Mistakes,0
everybody-needs-a-hero,Everybody Needs A Hero,1
everybody-needs-somebody,Everybody Needs Somebody,2
everybody-s-got-a-girl-but-me,Everybody's Got A Girl But Me,2
everybody-s-somebody-s-fool,Everybody's Somebody's Fool,2
everybody-s-sweetheart,Everybody's Sweetheart,1
everybody-wants-to-go-to-heaven,Everybody Wants To Go To Heaven,3
everybodys-darling-plus-mine,Everybody’s Darling Plus Mine,2
everybodys-got-problems,Everybody’s Got Problems,0
everybodys-had-the-blues,Everybody’s Had The Blues,1
everybodys-reaching-out-for-someone,Everybody’s Reaching Out For Someone,2
everyday,Everyday,1
everyday-1,Everyday,1
everyday-2,Everyday,1
everyday-of-my-life,Everyday Of My Life,2
everyday-s-a-happy-day-for-fools,Everyday's A Happy Day For Fools,2
everyday-will-be-sunday-after-while,Everyday Will Be Sunday After While,2
everyone-has-someone-they-can-t-forget,Everyone Has Someone They Can't Forget,0
everyone-needs-someone,Everyone Needs Someone,0
everything,Everything,0
everything-but-my-heart,Everything But My Heart,3
everything-but-the-wings,Everything But The Wings,1
everything-but-you,Everything But You,1
everything-from-jesus-to-jack-daniels,Everything From Jesus To Jack Daniels,1
everything-has-changed,Everything Has Changed,1
everything-i-am,Everything I Am,0
everything-i-do-is-wrong,Everything I Do is Wrong,2
everything-i-had-going-for-me-is-gone,Everything I Had Going For Me Is Gone,1
everything-i-ll-ever-own,Everything I'll Ever Own,1
everything-i-love,Everything I Love,1
everything-i-own,Everything I Own,0
everything-i-touch-turns-to-sugar,Everything I Touch Turns To Sugar,1
everything-i-used-to-do,Everything I Used To Do,1
everything-reminds-me-you-re-gone,Everything Reminds Me You're Gone,4
everything-s-a-wreck-since-you-re-gone,Everything's A Wreck (Since You're Gone),0
everything-s-coming-up-roses,Everything's Coming Up Roses,3
everything-s-okay,Everything's Okay,0
everything-she-touches-gets-the-blues,Everything She Touches Gets The Blues,2
everything-she-touches-turns-to-love,Everything She Touches Turns To Love,3
everything-that-i-own-has-got-a-dent,Everything That I Own (Has Got A Dent),0
everything-turned-to-love,Everything Turned To Love,2
everytime-i-hear-that-song,Everytime I Hear That Song,2
everywhere-i-turn-there-s-your-memory,Everywhere I Turn (There's Your Memory),1
everywhere-we-go,Everywhere We Go,1
evil-on-your-mind,Evil On Your Mind,2
evil-tempt-me-not,Evil Tempt Me Not,2
except-the-lord,Except The Lord,1
excuse-me,Excuse Me,2
excuse-me-baby,Excuse Me Baby,2
excuse-me-for-living,Excuse Me For Living,2
expressing-my-love,Expressing My Love,2
eye-of-a-hurricane,Eye Of A Hurricane,2
eye-of-the-storm,Eye Of The Storm,1
eyes,Eyes,0
eyes-as-big-as-dallas,Eyes As Big As Dallas,2
eyes-that-see-in-the-dark,Eyes That See In The Dark,1
face-of-a-clown,Face Of A Clown,0
face-of-a-fighter,Face Of A Fighter,2
face-of-despair,Face Of Despair,0
face-to-face,Face To Face,1
face-to-face-1,Face to Face,1
face-to-face-2,Face To Face,1
face-to-the-wall,Face To The Wall,3
facing-the-wall,Facing The Wall,3
faded-lights-and-lonesome-people,Faded Lights And Lonesome People,4
faded-love-and-winter-roses,Faded Love and Winter Roses,2
fadin-in-fadin-out,Fadin’ In Fadin’ Out,1
fair-swiss-maiden,Fair Swiss Maiden,0
fair-weather-friends,Fair Weather Friends,1
fair-weather-lover,Fair Weather Lover,2
fairchild,Fairchild,0
fairest-lord-jesus,Fairest Lord Jesus,1
faith,Faith,1
faith-and-truth,Faith And Truth,2
faith-came-back-to-me,Faith Came Back To Me,2
faith-unlocks-the-door,Faith Unlocks The Door,1
faithfully,Faithfully,1
fallen-leaves,Fallen Leaves,2
fallin,Fallin',1
fallin-again,Fallin' Again,2
fallin-as-fast-as-i-can,Fallin' As Fast As I Can,1
fallin-out,Fallin’ Out,1
falling-falling-falling,Falling Falling Falling,0
falling-for-you,Falling For You,1
falling-for-you-1,Falling For You,1
falling-in-love,Falling In Love,1
falling-in-love-1,Falling In Love,1
falling-in-love-again,Falling In Love Again,1
falling-leaves,Falling Leaves,2
false-eyelashes,False Eyelashes,1
family-reunion,Family Reunion,3
family-reunion-1,Family Reunion,3
family-tradition,Family Tradition,3
family-tree,Family Tree,2
family-tree-1,Family Tree,2
famous-last-words,Famous Last Words,1
famous-last-words-of-a-fool,Famous Last Words Of A Fool,1
fan-it,Fan It,0
fancy-satin-pillows,Fancy Satin Pillows,0
far-above-the-starry-sky,Far Above The Starry Sky,2
far-better-than-this,Far Better Than This,1
far-cry,Far Cry,2
far-side-of-the-bed,Far Side Of The Bed,1
farewell-party,Farewell Party,3
farmer-and-the-lord,Farmer And The Lord,1
farmer-s-song,Farmer's Song,0
farmers-blues,Farmers Blues,2
farther-and-farther-apart,Farther And Farther Apart,1
farther-down-the-line,Farther Down The Line,1
farther-than-my-eyes-can-see,Farther Than My Eyes Can See,1
farther-to-go,Farther To Go,1
farthest-thing-from-my-mind,Farthest Thing From My Mind,1
fast-company,Fast Company,0
fast-way-of-livin,Fast Way Of Livin’,0
fast-women-slow-horses-and-wine,Fast Women Slow Horses And Wine,1
faster-horses,Faster Horses,1
father-knows-best,Father Knows Best,1
father-of-judy-ann,Father Of Judy Ann,0
father-son-and-holy-ghost,Father Son and Holy Ghost,3
faults-and-all,Faults And All,1
favorite-fool-of-all,Favorite Fool Of All,1
feather-of-a-dove,Feather Of A Dove,1
federal-hornpipe,Federal Hornpipe,0
feed-it-a-memory,Feed It A Memory,1
feel-again-lyrics-and-chords,Feel Again Lyrics and Chords,2
feel-like-going-home,Feel Like Going Home,1
feel-of-me,Feel Of Me,0
feel-right,Feel Right,1
feelin-the-feelin,Feelin' The Feelin',3
feeling-blue,Feeling Blue,2
feeling-like-a-woman,Feeling Like A Woman,0
feeling-mighty-fine,Feeling Mighty Fine,1
feeling-mortal,Feeling Mortal,0
feeling-single-seeing-double,Feeling Single Seeing Double,0
feelings,Feelings,0
feels-like-love,Feels Like Love,1
feels-so-right,Feels So Right,0
feet,Feet,0
feet-on-the-rock,Feet On The Rock,1
feleena,Feleena,0
feliz-navidad,Feliz Navidad,1
fell-in-love-on-monday,Fell In Love On Monday,2
feminine-touch,Feminine Touch,1
festival-waltz,Festival Waltz,3
fever,Fever,0
fever-1,Fever,0
field-of-dreams,Field Of Dreams,1
field-of-flowers,Field Of Flowers,2
field-of-yellow-daisies,Field Of Yellow Daisies,1
fifteen-beers,Fifteen Beers,0
fifteen-hundred-times-a-day,Fifteen Hundred Times A Day,1
fifteen-years-ago,Fifteen Years Ago,1
fifteen-years-going-up,Fifteen Years Going Up,4
fifty-miles-of-elbow-room,Fifty Miles Of Elbow Room,1
fighting-a-memory,Fighting A Memory,1
fighting-fire-with-fire,Fighting Fire With Fire,4
fill-my-cup,Fill My Cup,0
final-affair,Final Affair,0
final-examination,Final Examination,0
final-touches,Final Touches,0
finally,Finally,0
find-em-fool-em-and-leave-em-alone,Find 'Em Fool 'Em And Leave 'Em Alone,2
find-her-keep-her,Find Her Keep Her,0
find-out-what-s-happening,Find Out What's Happening,1
finders-are-keepers,Finders Are Keepers,1
finders-keepers-losers-weepers,Finders Keepers Losers Weepers,0
finding-your-way,Finding Your Way,1
fine-as-wine,Fine As Wine,1
finest-gift,Finest Gift,2
fingerprints,Fingerprints,0
fire-and-smoke,Fire And Smoke,4
fire-gets-higher,Fire Gets Higher,4
fire-in-our-bedroom,Fire In Our Bedroom,4
fire-that-keeps-you-warm,Fire That Keeps You Warm,1
first-and-the-last-time,First And The Last Time,4
first-christmas-morn,First Christmas Morn,3
first-date-first-kiss-first-love,First Date First Kiss First Love,2
first-day-of-loneliness-lyrics-and-chords,First Day Of Loneliness Lyrics and Chords,1
first-fall-of-snow,First Fall Of Snow,1
first-fool-in-line,First Fool In Line,1
first-in-line,First In Line,1
first-love,First Love,1
first-romance,First Romance,0
first-step,First Step,1
first-thing-every-morning,First Thing Every Morning,1
first-time,First Time,2
first-time-burned,First Time Burned,4
first-year-blues,First Year Blues,0
fishin-in-the-dark,Fishin' In The Dark,1
fist-city-lyrics-chords,Fist City Lyrics Chords,1
fit-for-a-king,Fit For A King,1
five-feet-high-and-rising,Five Feet High And Rising,1
five-fingers-left-lyrics-chords,Five Fingers Left Lyrics Chords,1
five-fingers-to-spare,Five Fingers To Spare,1
five-foot-two,Five Foot Two,2
five-little-fingers,Five Little Fingers,1
five-minutes,Five Minutes,0
five-minutes-in-the-arms-of-the-right-woman,Five Minutes In The Arms Of The Right Woman,1
five-minutes-more,Five Minutes More,0
five-o-clock-500,Five O'Clock 500,0
five-sleepy-heads,Five Sleepy Heads,0
flame-in-my-heart,Flame In My Heart,1
flash-of-fire-lyrics-and-chords,Flash of Fire Lyrics and Chords,4
flat-footin-it,Flat Footin' It,0
flat-top-gibson-guitar,Flat Top Gibson Guitar,2
flat-top-guitar-blues,Flat Top Guitar Blues,2
flesh-and-blood,Flesh and Blood,2
flip-flop-and-fly,Flip Flop And Fly,2
florence-jean,Florence Jean,2
flower-from-the-fields-of-alabama,Flower from the Fields of Alabama,3
flower-of-love,Flower Of Love,2
flower-of-my-heart,Flower Of My Heart,3
flower-of-the-morning,Flower of the Morning,1
flowers-for-mama,Flowers For Mama,3
flowers-of-love,Flowers Of Love,1
flowers-on-the-wall,Flowers On The Wall,2
flowers-speak-louder-than-words,Flowers Speak Louder Than Words,2
flowers-won-t-grow,Flowers Won't Grow,2
floyd-county,Floyd County,1
fly-away,Fly Away,2
fly-butterfly-fly,Fly Butterfly Fly,2
fly-into-love,Fly Into Love,2
fly-little-bluebird,Fly Little Bluebird,3
flying-colors,Flying Colors,2
flying-south,Flying South,4
flying-with-angels,Flying With Angels,1
foggy-foggy-dew,Foggy Foggy Dew,3
follow-it,Follow It,0
follow-the-jesus-sign,Follow The Jesus Sign,1
followed-closely-by-my-teardrops,Followed Closely By My Teardrops,0
following-me-around,Following Me Around,0
following-the-feeling,Following the Feeling,1
fond-affection,Fond Affection,1
food-on-the-table,Food On The Table,1
fool,Fool,1
fool-fool-fool-lyrics-and-chords,Fool Fool Fool Lyrics and Chords,1
fool-fool-heart,Fool Fool Heart,3
fool-fool-heart-1,Fool Fool Heart,3
fool-for-your-love,Fool For Your Love,1
fool-hearted-memory,Fool Hearted Memory,1
fool-in-me,Fool In Me,1
fool-like-me,Fool Like Me,1
fool-me,Fool Me,1
fool-me-again,Fool Me Again,2
fool-number-one,Fool Number One,4
fool-s-castle,Fool's Castle,1
fool-s-gold,Fool's Gold,1
fool-s-night-out-lyrics-and-chords,Fool's Night Out Lyrics and Chords,4
fool-s-thin-air,Fool's Thin Air,1
fool-that-i-am,Fool That I Am,1
foolaid,Foolaid,0
fooled-around-and-fell-in-love,Fooled Around And Fell In Love,2
fooling,Fooling,0
fooling-around,Fooling Around,4
foolish-heart,Foolish Heart,3
foolish-kind-of-man,Foolish Kind Of Man,1
foolish-me,Foolish Me,0
foolish-notion,Foolish Notion,1
foolish-pride,Foolish Pride,2
foolish-pride-1,Foolish Pride,2
fools,Fools,0
fools-for-each-other,Fools For Each Other,0
fools-hall-of-fame,Fools Hall Of Fame,0
fools-like-me,Fools Like Me,1
fools-rush-in,Fools Rush In,0
footlights,Footlights,0
footprints-in-the-sands-of-time,Footprints In The Sands Of Time,4
footsteps-in-the-night,Footsteps In The Night,4
footsteps-walking-with-me,Footsteps Walking With Me,1
for-a-little-while,For a Little While,1
for-a-minute-there,For a Minute There,1
for-a-minute-there-1,For A Minute There,1
for-a-minute-there-2,For A Minute There,1
for-all-i-know,For All I Know,1
for-all-the-right-reasons,For All the Right Reasons,1
for-all-the-wrong-reasons,For All The Wrong Reasons,2
for-all-we-know,For All We Know,1
for-baby,For Baby,2
for-better-or-for-worse-lyrics-and-chords,For Better Or For Worse Lyrics and Chords,2
for-christ-s-sake-it-s-christmas,For Christ's Sake It's Christmas,3
for-god-so-loved-the-world,For God So Loved The World,1
for-goodness-sake-it-s-love-lyrics-and-chords,For Goodness Sake It's Love Lyrics and Chords,2
for-heaven-s-sake,For Heaven's Sake,1
for-love-s-sake,For Love's Sake,1
for-me-there-is-no-place,For Me There Is No Place,1
for-momma,For Momma,2
for-my-baby,For My Baby,1
for-no-reason-at-all,For No Reason at All,1
for-now-and-always,For Now and Always,1
for-rent,For Rent,0
for-sale-lyrics-and-chords,For Sale Lyrics and Chords,1
for-tears-to-come,For Tears To Come,2
for-the-children-s-sake,For The Children's Sake,1
for-the-first-time,For The First Time,2
for-the-good-times,For the Good Times,2
for-the-kids,For The Kids,1
for-the-last-time,For The Last Time,2
for-the-life-of-me,For The Life Of Me,1
for-the-millionth-and-last-time,For The Millionth And Last Time,4
for-your-sweet-love,For Your Sweet Love,4
forbidden-flowers,Forbidden Flowers,2
forbidden-lovers,Forbidden Lovers,0
foreign-car,Foreign Car,0
foreign-love,Foreign Love,2
foreign-love-affair,Foreign Love Affair,2
forest-for-the-trees,Forest For The Trees,1
forever-again,Forever Again,4
forever-ain-t-that-long-anymore,Forever Ain't That Long Anymore,1
forever-and-always,Forever And Always,4
forever-and-ever-amen,Forever And Ever Amen,4
forever-and-never,Forever And Never,4
forever-forever,Forever Forever,0
forever-forgiving,Forever Forgiving,4
forever-in-your-love,Forever In Your Love,4
forever-is-ending-today,Forever Is Ending Today,4
forever-s-a-long-long-time,Forever's A Long Long Time,4
forever-s-as-far-as-i-ll-go,Forever's As Far As I'll Go,0
forever-s-here-to-stay,Forever's Here To Stay,4
forever-together,Forever Together,1
forever-was-over-today,Forever Was Over Today,4
forever-yours,Forever Yours,4
forever-yours-1,Forever Yours,4
forever-yours-2,Forever Yours,4
forget-about-me,Forget About Me,0
forget-him,Forget Him,0
forget-the-past,Forget the Past,1
forgetfulness-for-sale,Forgetfulness For Sale,0
forgive,Forgive,1
forgive-and-forget,Forgive And Forget,3
forgive-me,Forgive Me,1
forgive-me-1,Forgive Me,1
forgive-me-2,Forgive Me,1
forgive-me-dear,Forgive Me Dear,1
forgive-me-my-heart,Forgive Me My Heart,3
forks-of-sandy,Forks of Sandy,1
fort-gary-jig,Fort Gary Jig,0
fort-smith-breakdown,Fort Smith Breakdown,3
fort-worth-dallas-or-houston,Fort Worth Dallas or Houston,3
fort-worth-jail,Fort Worth Jail,0
forty-acres,Forty Acres,1
forty-and-fading,Forty And Fading,1
forty-and-found,Forty And Found,1
forty-first-street-lonely-heart-s-club,Forty First Street Lonely Heart's Club,1
forty-hour-week,Forty Hour Week,1
forty-miles-from-popular-bluff,Forty Miles From Popular Bluff,1
forty-nine-fifty-one,Forty Nine Fifty One,4
forty-nine-nights,Forty Nine Nights,0
forty-shades-of-green,Forty Shades of Green,2
forty-years-of-trouble,Forty Years Of Trouble,1
fountain-of-glory,Fountain Of Glory,2
fountain-of-love,Fountain Of Love,2
four-bare-walls-and-a-ceiling,Four Bare Walls And A Ceiling,4
four-books-in-the-bible,Four Books In The Bible,2
four-cent-cotton,Four Cent Cotton,2
four-in-the-morning,Four in the Morning,3
four-minus-three-equals-zero,Four Minus Three Equals Zero,2
four-o-thirty-three,Four O Thirty Three,2
four-or-five-times,Four Or Five Times,2
four-poster-bed,Four Poster Bed,2
four-to-one-in-atlanta,Four To One In Atlanta,4
four-twenty-special,Four-Twenty Special,2
four-walls,Four Walls,4
four-walls-1,Four Walls,4
fourteen-carat-gold,Fourteen Carat Gold,1
fourteen-carat-mind,Fourteen Carat Mind,2
fourteen-minutes-old,Fourteen Minutes Old,0
fourth-man,Fourth Man,1
francis-lee,Francis Lee,0
frankie,Frankie,2
franklin-county-moonshine,Franklin County Moonshine,1
freckles,Freckles,0
freewheeler,Freewheeler,0
french-riviera,French Riviera,0
frenchie-mccormick,Frenchie McCormick,0
fresh-out-of-love,Fresh Out Of Love,2
friday-night-blues,Friday Night Blues,4
friday-night-feeling,Friday Night Feeling,4
friday-night-fever,Friday Night Fever,4
friends-in-low-places,Friends In Low Places,3
frisco-line,Frisco Line,1
froggy-went-a-courtin,Froggy Went A’ Courtin’,2
from-a-boxcar-door,From A Boxcar Door,0
from-a-distance,From A Distance,1
from-a-distance-1,From A Distance,1
from-a-jack-to-a-king,From a Jack to a King,1
from-a-rolls-to-the-rails,From A Rolls To The Rails,1
from-cotton-to-satin,From Cotton To Satin,0
from-cradle-to-cross-to-crown,From Cradle To Cross To Crown,1
from-graceland-to-the-promised-land,From Graceland To The Promised Land,2
from-here-on-out,From Here On Out,1
from-here-to-forever,From Here to Forever,4
from-here-to-kingdom-come,From Here To Kingdom Come,2
from-here-to-the-door,From Here To The Door,1
from-here-to-the-moon-and-back,From Here To The Moon And Back,1
from-jerusalem-to-jericho,From Jerusalem To Jericho,2
from-mother-s-arms-to-korea,From Mother's Arms To Korea,1
from-now-on,From Now On,1
from-now-on-i-won-t-be-hanging-around,From Now On I Won't Be Hanging Around,3
from-our-house-to-yours,From Our House To Yours,1
from-seven-to-ten,From Seven To Ten,1
from-strangers-to-lovers-to-friends,From Strangers To Lovers To Friends,3
from-the-bottle-to-the-bottom,From The Bottle To The Bottom,1
from-the-church-to-the-barroom,From The Church To The Barroom,1
from-the-fryin-pan,From The Fryin' Pan,1
from-the-inside-out,From The Inside Out,1
from-the-old-mill,From The Old Mill,2
from-the-window-up-above,From the Window Up Above,4
from-then-till-now,From Then Till Now,1
from-this-moment-on,From This Moment On,2
from-thorns-to-feathers,From Thorns To Feathers,1
from-what-we-give,From What We Give,1
from-your-knees,From Your Knees,0
front-porch-gospel,Front Porch Gospel,2
frosty-the-snow-man,Frosty The Snow Man,2
frozen-heart,Frozen Heart,3
frozen-logger,Frozen Logger,1
fuel-to-the-flame,Fuel To The Flame,1
fugitives-lament,Fugitive’s Lament,3
fujiyama-mama,Fujiyama Mama,3
full-moon-empty-pockets,Full Moon Empty Pockets,1
full-time-daddy,Full Time Daddy,4
full-time-fool,Full Time Fool,4
fuller-s-reel,Fuller's Reel,0
funny-but-i-m-not-laughing,Funny (But I'm Not Laughing),0
funny-face,Funny Face,0
funny-familiar-forgotten-feelings,Funny Familiar Forgotten Feelings,1
funny-how-time-slips-away,Funny How Time Slips Away,4
funny-way-of-laughing,Funny way of Laughing,0
funny-what-a-pair-of-fools-will-do,Funny What A Pair Of Fools Will Do,1
future-ex-mrs-jones,Future Ex-Mrs. Jones,0
future-mister-me,Future Mister Me,1
g-rag,G Rag,1
galaxy-song,Galaxy Song,0
galloping-horses,Galloping Horses,1
galvanized-washing-tub,Galvanized Washing Tub,0
galveston,Galveston,0
galveston-flood,Galveston Flood,2
galveston-rose,Galveston Rose,1
galway-bay,Galway Bay,1
gambler-and-the-lady,Gambler And The Lady,2
game-of-triangles,Game Of Triangles,2
games-that-lover-s-play,Games That Lover's Play,1
garage-sale-today,Garage Sale Today,4
garden-party,Garden Party,2
garnerins-waltz,Garnerins Waltz,2
gate-to-go-through,Gate to Go Through,0
gater-hollow,Gater Hollow,1
gather-round-children,Gather Round Children,0
gathering-in-the-sky,Gathering In The Sky,2
gay-gordons-1-the,Gay Gordons (1) (The),0
geisha-girl,Geisha Girl,2
gene-autry-my-hero,Gene Autry My Hero,1
gentle-shepherd,Gentle Shepherd,1
gentleman-jim,Gentleman Jim,0
gently-comes-love,Gently Comes Love,2
gently-rock-his-cradle,Gently Rock His Cradle,1
genuine-healer-of-time,Genuine Healer Of Time,4
georgia-belle,Georgia Belle,1
georgia-boys,Georgia Boys,1
georgia-camp-meeting,Georgia Camp Meeting,1
georgia-mules-and-country-boys,Georgia Mules And Country Boys,1
georgia-waltz,Georgia Waltz,2
german-schottische,German Schottische,0
get-a-little-dirt-on-your-hands,Get A Little Dirt On Your Hands,1
get-all-your-love-together,Get All Your Love Together,2
get-away-from-the-federals,Get Away from the Federals,1
get-on-that-road-to-glory,Get On That Road To Glory,1
get-on-up,Get On Up,1
get-out-of-my-life,Get Out Of My Life,2
get-rhythm,Get Rhythm,0
get-set-for-a-heartache,Get Set For A Heartache,0
get-some-loving-done,Get Some Loving Done,0
get-together,Get Together,1
get-up-in-jesus-name,Get Up In Jesus' Name,1
get-up-off-your-good-intentions,Get Up Off Your Good Intentions,1
get-what-cha-got-and-go,Get What'cha Got And Go,1
get-while-the-gettin-s-good,Get While The Gettin's Good,1
get-with-it,Get With It,1
gethsemane,Gethsemane,0
gettin-back-to-norma,Gettin' Back To Norma,1
gettin-by-high-and-strange,Gettin' By High And Strange,1
gettin-even,Gettin' Even,0
gettin-me-over-mountains,Gettin' Me Over Mountains,1
getting-back-up,Getting Back Up,1
getting-by-the-best-i-can,Getting By The Best I Can,1
getting-over-you,Getting Over You,2
getting-over-you-1,Getting Over You,2
getting-used-to-being-loved-again,Getting Used To Being Loved Again,2
ghost-in-this-house,Ghost In This House,2
ghost-of-a-chance,Ghost Of A Chance,1
ghost-of-another-man,Ghost Of Another Man,3
ghost-riders-in-the-sky,Ghost Riders In The Sky,1
ghost-story,Ghost Story,3
gift-of-love,Gift Of Love,3
gift-of-the-blues,Gift Of The Blues,2
gifted-hand,Gifted Hand,1
gifts-they-gave,Gifts They Gave,0
girl-at-the-bar,Girl At The Bar,4
girl-don-t-have-to-drink-to-have-fun,Girl Don't Have To Drink To Have Fun,2
girl-i-use-to-know,Girl I Use To Know,2
girl-in-the-night,Girl in the Night,1
girl-in-white-lives,Girl In White Lives,2
girl-next-door-went-a-walking,Girl Next Door Went A Walking,2
girl-of-the-north-country,Girl Of The North Country,2
girl-on-sugar-pie-lane,Girl On Sugar Pie Lane,2
girl-without-a-name,Girl Without A Name,2
girls-in-disgrace,Girls In Disgrace,0
girls-women-and-ladies,Girls Women and Ladies,1
give-a-hand-take-a-hand,Give A Hand Take A Hand,1
give-a-little-take-a-little,Give A Little Take A Little,1
give-back-my-heart,Give Back My Heart,3
give-her-my-best,Give Her My Best,1
give-her-my-best-1,Give Her My Best,1
give-him-one-more-as-he-goes,Give Him One More As He Goes,4
give-in-to-the-blues,Give In To The Blues,1
give-it-all-we-got-tonight,Give It All We Got Tonight,1
give-it-away,Give It Away,3
give-it-back-to-the-indians,Give It Back To The Indians,1
give-it-time-to-be-tender,Give It Time To Be Tender,4
give-it-to-me,Give It To Me,1
give-me-a-little-old-fashioned-love,Give Me A Little Old Fashioned Love,2
give-me-a-sweetheart,Give Me A Sweetheart,1
give-me-back-my-heart,Give Me Back My Heart,1
give-me-flowers-my-while-im-living,Give Me Flowers My While I’m Living,3
give-me-just-a-little-bit-more-time,Give Me Just A Little Bit More Time,4
give-me-just-one-more-day-lord,Give Me Just One More Day Lord,4
give-me-more-more-more-of-your-kisses,Give Me More More More Of Your Kisses,1
give-me-one-more-chance,Give Me One More Chance,4
give-me-one-more-day,Give Me One More Day,4
give-me-one-more-kiss,Give Me One More Kiss,4
give-me-time,Give Me Time,4
give-mother-my-crown,Give Mother My Crown,3
give-my-love-to-rose,Give My Love To Rose,1
give-myself-a-party,Give Myself A Party,1
give-them-all-to-jesus,Give Them All To Jesus,1
give-them-the-roses-now,Give Them The Roses Now,3
give-this-message-to-your-heart,Give This Message To Your Heart,3
give-us-a-happy-home,Give Us A Happy Home,1
give-us-one-more-chance,Give Us One More Chance,4
givin-up,Givin' Up,1
giving-my-soul-back-to-him,Giving My Soul Back To Him,1
glad-to-let-her-go,Glad To Let Her Go,2
glass-of-pride,Glass Of Pride,2
glass-of-smile,Glass Of Smile,3
glass-on-the-table,Glass On The Table,1
